,x,y
5945,u turn for a complete change of travel path ,14
5946,change your travel path with a full u turn ,14
5947,reverse your route entirely with a complete turn ,14
5948,spin around to head back to your starting point with a 180 degree u turn ,14
5949,pivot back along the same path with a full u turn ,14
5950,perform a u turn to reverse your direction entirely ,14
5951,turn back at the next intersection with a complete turn ,14
5952,make a complete u turn at the next street for a directional change ,14
5953,u turn for a total reversal of travel route ,14
5954,change your direction with a full 180 degree turn ,14
5955,reverse your travel path with a complete u turn ,14
5956,spin around to head back the other way with a complete turn ,14
5957,pivot back along the same direction with a 180 degree u turn ,14
5958,execute a u turn to switch your travel direction entirely ,14
5959,turn back to your original route with a complete turn ,14
5960,u turn to head back to the previous point with a 180 degree turn ,14
5961,change your travel direction entirely with a complete u turn ,14
5962,reverse your path with a 180 degree turn ,14
5963,spin around to head back with a complete u turn ,14
5964,perform a u turn for a total directional change ,14
5965,pivot back to your original direction with a full u turn ,14
5966,execute a u turn at the next street for a complete route reversal ,14
5967,turn back to your previous direction with a 180 degree turn ,14
5968,u turn for a complete change of travel path ,14
5969,change your travel path with a full u turn ,14
5970,reverse your route entirely with a complete turn ,14
5971,spin around to head back to your starting point with a 180 degree u turn ,14
5972,pivot back along the same path with a full u turn ,14
5973,perform a u turn to reverse your direction entirely ,14
5974,turn back at the next intersection with a complete turn ,14
5975,make a complete u turn at the next street for a directional change ,14
5976,u turn for a total reversal of travel route ,14
5977,change your direction with a full 180 degree turn ,14
5978,reverse your travel path with a complete u turn ,14
5979,spin around to head back the other way with a complete turn ,14
5980,pivot back along the same direction with a 180 degree u turn ,14
5981,execute a u turn to switch your travel direction entirely ,14
5982,turn back to your original route with a complete turn ,14
5983,u turn to head back to the previous point with a 180 degree turn ,14
5984,change your travel direction entirely with a full u turn ,14
5985,reverse your path with a complete turn ,14
5986,spin around to head back with a complete u turn ,14
5987,perform a u turn for a total directional change ,14
5988,pivot back to your original direction with a full u turn ,14
5989,execute a u turn at the next street for a complete route reversal ,14
5990,turn back to your previous direction with a 180 degree turn ,14
5991,u turn for a complete change of travel path ,14
5992,change your travel path with a full u turn ,14
5993,reverse your route entirely with a complete turn ,14
5994,spin around to head back to your starting point with a 180 degree u turn ,14
5995,pivot back along the same path with a full u turn ,14
5996,perform a u turn to reverse your direction entirely ,14
5997,turn back at the next intersection with a complete turn ,14
5998,make a complete u turn at the next street for a directional change ,14
5999,u turn for a total reversal of travel route ,14
6000,change your direction with a full 180 degree turn ,14
6001,reverse your travel path with a complete u turn ,14
6002,spin around to head back the other way with a complete turn ,14
6003,pivot back along the same direction with a 180 degree u turn ,14
6004,execute a u turn to switch your travel direction entirely ,14
6005,turn back to your original route with a complete turn ,14
6006,u turn to head back to the previous point with a 180 degree turn ,14
6007,change your travel direction entirely with a full u turn ,14
6008,reverse your path with a 180 degree turn ,14
6009,spin around to head back with a complete u turn ,14
6010,perform a u turn for a total directional change ,14
6011,pivot back to your original direction with a full u turn ,14
6012,execute a u turn at the next street for a complete route reversal ,14
6013,turn back to your previous direction with a 180 degree turn ,14
6014,u turn for a complete change of travel path ,14
6015,change your travel path with a full u turn ,14
6016,reverse your route entirely with a complete turn ,14
6017,spin around to head back to your starting point with a 180 degree u turn ,14
6018,pivot back along the same path with a full u turn ,14
6019,perform a u turn to reverse your direction entirely ,14
6020,turn back at the next intersection with a complete turn ,14
6021,make a complete u turn at the next street for a directional change ,14
6022,u turn for a total reversal of travel route ,14
6023,change your direction with a full 180 degree turn ,14
6024,reverse your travel path with a complete u turn ,14
6025,spin around to head back the other way with a complete turn ,14
6026,pivot back along the same direction with a 180 degree u turn ,14
6027,execute a u turn to switch your travel direction entirely ,14
6028,turn back to your original route with a complete turn ,14
6029,u turn to head back to the previous point with a 180 degree turn ,14
6030,change your travel direction entirely with a full u turn ,14
6031,reverse your path with a complete turn ,14
6032,spin around to head back with a complete u turn ,14
6033,perform a u turn for a total directional change ,14
6034,pivot back to your original direction with a full u turn ,14
6035,execute a u turn at the next street for a complete route reversal ,14
6036,turn back to your previous direction with a 180 degree turn ,14
6037,u turn for a complete change of travel path ,14
6038,change your travel path with a full u turn ,14
6039,reverse your route entirely with a complete turn ,14
6040,spin around to head back to your starting point with a 180 degree u turn ,14
6041,pivot back along the same path with a full u turn ,14
6042,perform a u turn to reverse your direction entirely ,14
6043,turn back at the next intersection with a complete turn ,14
6044,make a complete u turn at the next street for a directional change ,14
6045,u turn for a total reversal of travel route ,14
6046,change your direction with a full 180 degree turn ,14
6047,reverse your travel path with a complete u turn ,14
6048,spin around to head back the other way with a complete turn ,14
6049,pivot back along the same direction with a 180 degree u turn ,14
6050,execute a u turn to switch your travel direction entirely ,14
6051,turn back to your original route with a complete turn ,14
6052,u turn to head back to the previous point with a 180 degree turn ,14
6053,change your travel direction entirely with a full u turn ,14
6054,reverse your path with a 180 degree turn ,14
6055,spin around to head back with a complete u turn ,14
6056,perform a u turn for a total directional change ,14
6057,pivot back to your original direction with a full u turn ,14
6058,execute a u turn at the next street for a complete route reversal ,14
6059,turn back to your previous direction with a 180 degree turn ,14
6060,u turn for a complete change of travel path ,14
6061,change your travel path with a full u turn ,14
6062,reverse your route entirely with a complete turn ,14
6063,spin around to head back to your starting point with a 180 degree u turn ,14
6064,pivot back along the same path with a full u turn ,14
6065,perform a u turn to reverse your direction entirely ,14
6066,turn back at the next intersection with a complete turn ,14
6067,make a complete u turn at the next street for a directional change ,14
6068,u turn for a total reversal of travel route ,14
6069,change your direction with a full 180 degree turn ,14
6070,reverse your travel path with a complete u turn ,14
6071,spin around to head back the other way with a complete turn ,14
6072,pivot back along the same direction with a 180 degree u turn ,14
6073,execute a u turn to switch your travel direction entirely ,14
6074,turn back to your original route with a complete turn ,14
6075,u turn to head back to the previous point with a 180 degree turn ,14
6076,change your travel direction entirely with a full u turn ,14
6077,reverse your path with a complete turn ,14
6078,spin around to head back with a complete u turn ,14
6079,perform a u turn for a total directional change ,14
6080,pivot back to your original direction with a full u turn ,14
6081,execute a u turn at the next street for a complete route reversal ,14
6082,turn back to your previous direction with a 180 degree turn ,14
6083,u turn for a complete change of travel path ,14
6084,change your travel path with a full u turn ,14
6085,reverse your route entirely with a complete turn ,14
6086,spin around to head back to your starting point with a 180 degree u turn ,14
6087,pivot back along the same path with a full u turn ,14
6088,perform a u turn to reverse your direction entirely ,14
6089,turn back at the next intersection with a complete turn ,14
6090,make a complete u turn at the next street for a directional change ,14
6091,u turn for a total reversal of travel route ,14
6092,change your direction with a full 180 degree turn ,14
6093,reverse your travel path with a complete u turn ,14
6094,spin around to head back the other way with a complete turn ,14
6095,pivot back along the same direction with a 180 degree u turn ,14
6096,execute a u turn to switch your travel direction entirely ,14
6097,turn back to your original route with a complete turn ,14
6098,u turn to head back to the previous point with a 180 degree turn ,14
6099,change your travel direction entirely with a full u turn ,14
6100,reverse your path with a complete turn ,14
6101,spin around to head back with a complete u turn ,14
6102,perform a u turn for a total directional change ,14
6103,pivot back to your original direction with a full u turn ,14
6104,execute a u turn at the next street for a complete route reversal ,14
6105,turn back to your previous direction with a 180 degree turn ,14
6106,u turn for a complete change of travel path ,14
6107,change your travel path with a full u turn ,14
6108,reverse your route entirely with a complete turn ,14
6109,spin around to head back to your starting point with a 180 degree u turn ,14
6110,pivot back along the same path with a full u turn ,14
6111,perform a u turn to reverse your direction entirely ,14
6112,turn back at the next intersection with a complete turn ,14
6113,make a complete u turn at the next street for a directional change ,14
6114,u turn for a total reversal of travel route ,14
6115,change your direction with a full 180 degree turn ,14
6116,reverse your travel path with a complete u turn ,14
6117,spin around to head back the other way with a complete turn ,14
6118,pivot back along the same direction with a 180 degree u turn ,14
6119,execute a u turn to switch your travel direction entirely ,14
6120,turn back to your original route with a complete turn ,14
6121,u turn to head back to the previous point with a 180 degree turn ,14
6122,change your travel direction entirely with a full u turn ,14
6123,reverse your path with a complete turn ,14
6124,spin around to head back with a complete u turn ,14
6125,perform a u turn for a total directional change ,14
6126,pivot back to your original direction with a full u turn ,14
6127,execute a u turn at the next street for a complete route reversal ,14
6128,turn back to your previous direction with a 180 degree turn ,14
6129,u turn for a complete change of travel path ,14
6130,change your travel path with a full u turn ,14
6131,reverse your route entirely with a complete turn ,14
6132,spin around to head back to your starting point with a 180 degree u turn ,14
6133,pivot back along the same path with a full u turn ,14
6134,perform a u turn to reverse your direction entirely ,14
6135,turn back at the next intersection with a complete turn ,14
6136,make a complete u turn at the next street for a directional change ,14
6137,u turn for a total reversal of travel route ,14
6138,change your direction with a full 180 degree turn ,14
6139,reverse your travel path with a complete u turn ,14
6140,spin around to head back the other way with a complete turn ,14
6141,pivot back along the same direction with a 180 degree u turn ,14
6142,execute a u turn to switch your travel direction entirely ,14
6143,turn back to your original route with a complete turn ,14
6144,u turn to head back to the previous point with a 180 degree turn ,14
6145,change your travel direction entirely with a full u turn ,14
6146,reverse your path with a complete turn ,14
6147,spin around to head back with a complete u turn ,14
6148,perform a u turn for a total directional change ,14
6149,pivot back to your original direction with a full u turn ,14
6150,execute a u turn at the next street for a complete route reversal ,14
6151,turn back to your previous direction with a 180 degree turn ,14
6152,u turn for a complete change of travel path ,14
6153,change your travel path with a full u turn ,14
6154,reverse your route entirely with a complete turn ,14
6155,spin around to head back to your starting point with a 180 degree u turn ,14
6156,pivot back along the same path with a full u turn ,14
6157,perform a u turn to reverse your direction entirely ,14
6158,turn back at the next intersection with a complete turn ,14
6159,make a complete u turn at the next street for a directional change ,14
6160,u turn for a total reversal of travel route ,14
6161,change your direction with a full 180 degree turn ,14
6162,reverse your travel path with a complete u turn ,14
6163,spin around to head back the other way with a complete turn ,14
6164,pivot back along the same direction with a 180 degree u turn ,14
6165,execute a u turn to switch your travel direction entirely ,14
6166,turn back to your original route with a complete turn ,14
6167,u turn to head back to the previous point with a 180 degree turn ,14
6168,change your travel direction entirely with a full u turn ,14
6169,reverse your path with a complete turn ,14
6170,spin around to head back with a complete u turn ,14
6171,perform a u turn for a total directional change ,14
6172,pivot back to your original direction with a full u turn ,14
6173,execute a u turn at the next street for a complete route reversal ,14
6174,turn back to your previous direction with a 180 degree turn ,14
6175,u turn for a complete change of travel path ,14
6176,change your travel path with a full u turn ,14
6177,reverse your route entirely with a complete turn ,14
6178,spin around to head back to your starting point with a 180 degree u turn ,14
6179,pivot back along the same path with a full u turn ,14
6180,perform a u turn to reverse your direction entirely ,14
6181,turn back at the next intersection with a complete turn ,14
6182,make a complete u turn at the next street for a directional change ,14
6183,u turn for a total reversal of travel route ,14
6184,change your direction with a full 180 degree turn ,14
6185,reverse your travel path with a complete u turn ,14
6186,spin around to head back the other way with a complete turn ,14
6187,pivot back along the same direction with a 180 degree u turn ,14
6188,execute a u turn to switch your travel direction entirely ,14
6189,turn back to your original route with a complete turn ,14
6190,u turn to head back to the previous point with a 180 degree turn ,14
6191,change your travel direction entirely with a full u turn ,14
6192,reverse your path with a complete turn ,14
6193,spin around to head back with a complete u turn ,14
6194,perform a u turn for a total directional change ,14
6195,pivot back to your original direction with a full u turn ,14
6196,execute a u turn at the next street for a complete route reversal ,14
6197,turn back to your previous direction with a 180 degree turn ,14
6198,u turn for a complete change of travel path ,14
6199,change your travel path with a full u turn ,14
6200,reverse your route entirely with a complete turn ,14
6201,spin around to head back to your starting point with a 180 degree u turn ,14
6202,pivot back along the same path with a full u turn ,14
6203,perform a u turn to reverse your direction entirely ,14
6204,turn back at the next intersection with a complete turn ,14
6205,make a complete u turn at the next street for a directional change ,14
6206,u turn for a total reversal of travel route ,14
6207,change your direction with a full 180 degree turn ,14
6208,reverse your travel path with a complete u turn ,14
6209,spin around to head back the other way with a complete turn ,14
6210,pivot back along the same direction with a 180 degree u turn ,14
6211,execute a u turn to switch your travel direction entirely ,14
6212,turn back to your original route with a complete turn ,14
6213,u turn to head back to the previous point with a 180 degree turn ,14
6214,change your travel direction entirely with a full u turn ,14
6215,reverse your path with a complete turn ,14
6216,spin around to head back with a complete u turn ,14
6217,perform a u turn for a total directional change ,14
6218,pivot back to your original direction with a full u turn ,14
6219,execute a u turn at the next street for a complete route reversal ,14
6220,turn back to your previous direction with a 180 degree turn ,14
6221,u turn for a complete change of travel path ,14
6222,change your travel path with a full u turn ,14
6223,reverse your route entirely with a complete turn ,14
6224,spin around to head back to your starting point with a 180 degree u turn ,14
6225,pivot back along the same path with a full u turn ,14
6226,perform a u turn to reverse your direction entirely ,14
6227,turn back at the next intersection with a complete turn ,14
6228,make a complete u turn at the next street for a directional change ,14
6229,u turn for a total reversal of travel route ,14
6230,change your direction with a full 180 degree turn ,14
6231,reverse your travel path with a complete u turn ,14
6232,spin around to head back the other way with a complete turn ,14
6233,pivot back along the same direction with a 180 degree u turn ,14
6234,execute a u turn to switch your travel direction entirely ,14
6235,turn back to your original route with a complete turn ,14
6236,u turn to head back to the previous point with a 180 degree turn ,14
6237,change your travel direction entirely with a full u turn ,14
6238,reverse your path with a complete turn ,14
6239,spin around to head back with a complete u turn ,14
6240,perform a u turn for a total directional change ,14
6241,pivot back to your original direction with a full u turn ,14
6242,execute a u turn at the next street for a complete route reversal ,14
6243,turn back to your previous direction with a 180 degree turn ,14
6244,u turn for a complete change of travel path ,14
6245,change your travel path with a full u turn ,14
6246,reverse your route entirely with a complete turn ,14
6247,spin around to head back to your starting point with a 180 degree u turn ,14
6248,pivot back along the same path with a full u turn ,14
6249,perform a u turn to reverse your direction entirely ,14
6250,turn back at the next intersection with a complete turn ,14
6251,make a complete u turn at the next street for a directional change ,14
6252,u turn for a total reversal of travel route ,14
6253,change your direction with a full 180 degree turn ,14
6254,reverse your travel path with a complete u turn ,14
6255,spin around to head back the other way with a complete turn ,14
6256,pivot back along the same direction with a 180 degree u turn ,14
6257,execute a u turn to switch your travel direction entirely ,14
6258,turn back to your original route with a complete turn ,14
6259,u turn to head back to the previous point with a 180 degree turn ,14
6260,change your travel direction entirely with a full u turn ,14
6261,reverse your path with a complete turn ,14
6262,spin around to head back with a complete u turn ,14
6263,perform a u turn for a total directional change ,14
6264,pivot back to your original direction with a full u turn ,14
6265,execute a u turn at the next street for a complete route reversal ,14
6266,turn back to your previous direction with a 180 degree turn ,14
6267,u turn for a complete change of travel path ,14
6268,change your travel path with a full u turn ,14
6269,reverse your route entirely with a complete turn ,14
6270,spin around to head back to your starting point with a 180 degree u turn ,14
6271,pivot back along the same path with a full u turn ,14
6272,perform a u turn to reverse your direction entirely ,14
6273,turn back at the next intersection with a complete turn ,14
6274,make a complete u turn at the next street for a directional change ,14
6275,u turn for a total reversal of travel route ,14
6276,change your direction with a full 180 degree turn ,14
6277,reverse your travel path with a complete u turn ,14
6278,spin around to head back the other way with a complete turn ,14
6279,pivot back along the same direction with a 180 degree u turn ,14
6280,execute a u turn to switch your travel direction entirely ,14
6281,turn back to your original route with a complete turn ,14
6282,u turn to head back to the previous point with a 180 degree turn ,14
6283,change your travel direction entirely with a full u turn ,14
6284,reverse your path with a complete turn ,14
6285,spin around to head back with a complete u turn ,14
6286,perform a u turn for a total directional change ,14
6287,pivot back to your original direction with a full u turn ,14
6288,execute a u turn at the next street for a complete route reversal ,14
6289,turn back to your previous direction with a 180 degree turn ,14
6290,u turn for a complete change of travel path ,14
6291,change your travel path with a full u turn ,14
6292,reverse your route entirely with a complete turn ,14
6293,spin around to head back to your starting point with a 180 degree u turn ,14
6294,pivot back along the same path with a full u turn ,14
6295,perform a u turn to reverse your direction entirely ,14
6296,turn back at the next intersection with a complete turn ,14
6297,make a complete u turn at the next street for a directional change ,14
6298,u turn for a total reversal of travel route ,14
6299,change your direction with a full 180 degree turn ,14
6300,reverse your travel path with a complete u turn ,14
6301,spin around to head back the other way with a complete turn ,14
6302,pivot back along the same direction with a 180 degree u turn ,14
6303,execute a u turn to switch your travel direction entirely ,14
6304,turn back to your original route with a complete turn ,14
6305,u turn to head back to the previous point with a 180 degree turn ,14
6306,change your travel direction entirely with a full u turn ,14
6307,reverse your path with a complete turn ,14
6308,spin around to head back with a complete u turn ,14
6309,perform a u turn for a total directional change ,14
6310,pivot back to your original direction with a full u turn ,14
6311,execute a u turn at the next street for a complete route reversal ,14
6312,turn back to your previous direction with a 180 degree turn ,14
6313,u turn for a complete change of travel path ,14
6314,change your travel path with a full u turn ,14
6315,reverse your route entirely with a complete turn ,14
6316,spin around to head back to your starting point with a 180 degree u turn ,14
6317,pivot back along the same path with a full u turn ,14
6318,perform a u turn to reverse your direction entirely ,14
6319,turn back at the next intersection with a complete turn ,14
6320,make a complete u turn at the next street for a directional change ,14
6321,u turn for a total reversal of travel route ,14
6322,change your direction with a full 180 degree turn ,14
6323,reverse your travel path with a complete u turn ,14
6324,spin around to head back the other way with a complete turn ,14
6325,pivot back along the same direction with a 180 degree u turn ,14
6326,execute a u turn to switch your travel direction entirely ,14
6327,turn back to your original route with a complete turn ,14
6328,u turn to head back to the previous point with a 180 degree turn ,14
6329,change your travel direction entirely with a full u turn ,14
6330,reverse your path with a complete turn ,14
6331,spin around to head back with a complete u turn ,14
6332,perform a u turn for a total directional change ,14
6333,pivot back to your original direction with a full u turn ,14
6334,execute a u turn at the next street for a complete route reversal ,14
6335,turn back to your previous direction with a 180 degree turn ,14
6336,u turn for a complete change of travel path ,14
6337,change your travel path with a full u turn ,14
6338,reverse your route entirely with a complete turn ,14
6339,spin around to head back to your starting point with a 180 degree u turn ,14
6340,pivot back along the same path with a full u turn ,14
6341,perform a u turn to reverse your direction entirely ,14
6342,turn back at the next intersection with a complete turn ,14
6343,make a complete u turn at the next street for a directional change ,14
6344,u turn for a total reversal of travel route ,14
6345,change your direction with a full 180 degree turn ,14
6346,reverse your travel path with a complete u turn ,14
6347,spin around to head back the other way with a complete turn ,14
6348,pivot back along the same direction with a 180 degree u turn ,14
6349,execute a u turn to switch your travel direction entirely ,14
6350,turn back to your original route with a complete turn ,14
6351,u turn to head back to the previous point with a 180 degree turn ,14
6352,change your travel direction entirely with a full u turn ,14
6353,reverse your path with a complete turn ,14
6354,spin around to head back with a complete u turn ,14
6355,perform a u turn for a total directional change ,14
6356,pivot back to your original direction with a full u turn ,14
6357,execute a u turn at the next street for a complete route reversal ,14
6358,turn back to your previous direction with a 180 degree turn ,14
6359,u turn for a complete change of travel path ,14
6360,change your travel path with a full u turn ,14
6361,reverse your route entirely with a complete turn ,14
6362,spin around to head back to your starting point with a 180 degree u turn ,14
6363,pivot back along the same path with a full u turn ,14
6364,perform a u turn to reverse your direction entirely ,14
6365,turn back at the next intersection with a complete turn ,14
6366,make a complete u turn at the next street for a directional change ,14
6367,u turn for a total reversal of travel route ,14
6368,change your direction with a full 180 degree turn ,14
6369,reverse your travel path with a complete u turn ,14
6370,spin around to head back the other way with a complete turn ,14
6371,pivot back along the same direction with a 180 degree u turn ,14
6372,execute a u turn to switch your travel direction entirely ,14
6373,turn back to your original route with a complete turn ,14
6374,u turn to head back to the previous point with a 180 degree turn ,14
6375,change your travel direction entirely with a full u turn ,14
6376,reverse your path with a complete turn ,14
6377,spin around to head back with a complete u turn ,14
6378,perform a u turn for a total directional change ,14
6379,pivot back to your original direction with a full u turn ,14
6380,execute a u turn at the next street for a complete route reversal ,14
6381,turn back to your previous direction with a 180 degree turn ,14
6382,u turn for a complete change of travel path ,14
6383,change your travel path with a full u turn ,14
6384,reverse your route entirely with a complete turn ,14
6385,spin around to head back to your starting point with a 180 degree u turn ,14
6386,pivot back along the same path with a full u turn ,14
6387,perform a u turn to reverse your direction entirely ,14
6388,turn back at the next intersection with a complete turn ,14
6389,make a complete u turn at the next street for a directional change ,14
6390,u turn for a total reversal of travel route ,14
6391,change your direction with a full 180 degree turn ,14
6392,reverse your travel path with a complete u turn ,14
6393,spin around to head back the other way with a complete turn ,14
6394,pivot back along the same direction with a 180 degree u turn ,14
6395,execute a u turn to switch your travel direction entirely ,14
6396,turn back to your original route with a complete turn ,14
6397,u turn to head back to the previous point with a 180 degree turn ,14
6398,change your travel direction entirely with a full u turn ,14
6399,reverse your path with a complete turn ,14
6400,spin around to head back with a complete u turn ,14
6401,perform a u turn for a total directional change ,14
6402,pivot back to your original direction with a full u turn ,14
6403,execute a u turn at the next street for a complete route reversal ,14
6404,turn back to your previous direction with a 180 degree turn ,14
6405,u turn for a complete change of travel path ,14
6406,change your travel path with a full u turn ,14
6407,reverse your route entirely with a complete turn ,14
6408,spin around to head back to your starting point with a 180 degree u turn ,14
6409,pivot back along the same path with a full u turn ,14
6410,perform a u turn to reverse your direction entirely ,14
6411,turn back at the next intersection with a complete turn ,14
6412,make a complete u turn at the next street for a directional change ,14
6413,u turn for a total reversal of travel route ,14
6414,change your direction with a full 180 degree turn ,14
6415,reverse your travel path with a complete u turn ,14
6416,spin around to head back the other way with a complete turn ,14
6417,pivot back along the same direction with a 180 degree u turn ,14
6418,execute a u turn to switch your travel direction entirely ,14
6419,turn back to your original route with a complete turn ,14
6420,u turn to head back to the previous point with a 180 degree turn ,14
6421,change your travel direction entirely with a full u turn ,14
6422,reverse your path with a complete turn ,14
6423,spin around to head back with a complete u turn ,14
6424,perform a u turn for a total directional change ,14
6425,pivot back to your original direction with a full u turn ,14
6426,execute a u turn at the next street for a complete route reversal ,14
6427,turn back to your previous direction with a 180 degree turn ,14
6428,u turn for a complete change of travel path ,14
6429,change your travel path with a full u turn ,14
6430,reverse your route entirely with a complete turn ,14
6431,spin around to head back to your starting point with a 180 degree u turn ,14
6432,pivot back along the same path with a full u turn ,14
6433,perform a u turn to reverse your direction entirely ,14
6434,turn back at the next intersection with a complete turn ,14
6435,make a complete u turn at the next street for a directional change ,14
6436,u turn for a total reversal of travel route ,14
6437,change your direction with a full 180 degree turn ,14
6438,reverse your travel path with a complete u turn ,14
6439,spin around to head back the other way with a complete turn ,14
6440,pivot back along the same direction with a 180 degree u turn ,14
6441,execute a u turn to switch your travel direction entirely ,14
6442,turn back to your original route with a complete turn ,14
6443,u turn to head back to the previous point with a 180 degree turn ,14
6444,change your travel direction entirely with a full u turn ,14
6445,reverse your path with a complete turn ,14
6446,spin around to head back with a complete u turn ,14
6447,perform a u turn for a total directional change ,14
6448,pivot back to your original direction with a full u turn ,14
6449,execute a u turn at the next street for a complete route reversal ,14
6450,turn back to your previous direction with a 180 degree turn ,14
6451,u turn for a complete change of travel path ,14
6452,change your travel path with a full u turn ,14
6453,reverse your route entirely with a complete turn ,14
6454,spin around to head back to your starting point with a 180 degree u turn ,14
6455,pivot back along the same path with a full u turn ,14
6456,perform a u turn to reverse your direction entirely ,14
6457,turn back at the next intersection with a complete turn ,14
6458,make a complete u turn at the next street for a directional change ,14
6459,u turn for a total reversal of travel route ,14
6460,change your direction with a full 180 degree turn ,14
6461,reverse your travel path with a complete u turn ,14
6462,spin around to head back the other way with a complete turn ,14
6463,pivot back along the same direction with a 180 degree u turn ,14
6464,execute a u turn to switch your travel direction entirely ,14
6465,turn back to your original route with a complete turn ,14
6466,u turn to head back to the previous point with a 180 degree turn ,14
6467,change your travel direction entirely with a full u turn ,14
6468,reverse your path with a complete turn ,14
6469,spin around to head back with a complete u turn ,14
6470,perform a u turn for a total directional change ,14
6471,pivot back to your original direction with a full u turn ,14
6472,execute a u turn at the next street for a complete route reversal ,14
6473,turn back to your previous direction with a 180 degree turn ,14
6474,u turn for a complete change of travel path ,14
6475,change your travel path with a full u turn ,14
6476,reverse your route entirely with a complete turn ,14
6477,spin around to head back to your starting point with a 180 degree u turn ,14
6478,pivot back along the same path with a full u turn ,14
6479,perform a u turn to reverse your direction entirely ,14
6480,turn back at the next intersection with a complete turn ,14
6481,make a complete u turn at the next street for a directional change ,14
6482,u turn for a total reversal of travel route ,14
6483,change your direction with a full 180 degree turn ,14
6484,reverse your travel path with a complete u turn ,14
6485,spin around to head back the other way with a complete turn ,14
6486,pivot back along the same direction with a 180 degree u turn ,14
6487,execute a u turn to switch your travel direction entirely ,14
6488,turn back to your original route with a complete turn ,14
6489,u turn to head back to the previous point with a 180 degree turn ,14
6490,change your travel direction entirely with a full u turn ,14
6491,reverse your path with a complete turn ,14
6492,spin around to head back with a complete u turn ,14
6493,perform a u turn for a total directional change ,14
6494,pivot back to your original direction with a full u turn ,14
6495,execute a u turn at the next street for a complete route reversal ,14
6496,turn back to your previous direction with a 180 degree turn ,14
6497,u turn for a complete change of travel path ,14
6498,change your travel path with a full u turn ,14
6499,reverse your route entirely with a complete turn ,14
6500,spin around to head back to your starting,14
6501,don’t move forward from here ,15
6502,do not proceed straight ahead ,15
6503,avoid going straight from this point ,15
6504,stay where you are  don’t go forward ,15
6505,prevent moving forward on this route ,15
6506,refrain from advancing ahead ,15
6507,stop progressing in a forward direction ,15
6508,avoid heading straight ahead ,15
6509,cease moving in the forward direction ,15
6510,don’t continue straight on this path ,15
6511,halt your forward movement ,15
6512,stop advancing on this track ,15
6513,avoid proceeding ahead ,15
6514,do not continue forward ,15
6515,prevent advancing straight ,15
6516,halt your progress straight ahead ,15
6517,stop moving forward immediately ,15
6518,avoid continuing forward ,15
6519,do not go ahead any further ,15
6520,prevent yourself from going straight ,15
6521,refrain from moving forward ,15
6522,avoid progressing straight ahead ,15
6523,don’t head straight anymore ,15
6524,stay put  don’t advance ,15
6525,do not proceed any further ,15
6526,cease moving ahead ,15
6527,avoid further forward movement ,15
6528,stop your advance here ,15
6529,don’t continue on this forward path ,15
6530,do not go forward from this spot ,15
6531,refrain from continuing straight ,15
6532,prevent advancing further ahead ,15
6533,halt any forward progression ,15
6534,stop your forward journey ,15
6535,avoid heading straight on ,15
6536,don’t progress ahead ,15
6537,stay stationary  avoid moving forward ,15
6538,prevent further movement in this direction ,15
6539,do not advance straight ,15
6540,cease any forward travel ,15
6541,halt your movement ahead ,15
6542,stop moving in this straight line ,15
6543,do not proceed in this forward direction ,15
6544,prevent further progression ahead ,15
6545,stay where you are  do not advance ,15
6546,avoid further advancement ,15
6547,refrain from progressing in this direction ,15
6548,do not move straight from here ,15
6549,stop advancing in this direction ,15
6550,avoid continuing in the forward direction ,15
6551,prevent yourself from progressing ahead ,15
6552,do not go forward any more ,15
6553,stay put  avoid going straight ,15
6554,stop your forward progress ,15
6555,do not proceed any further in this line ,15
6556,refrain from moving straight ahead ,15
6557,avoid continuing in this straight path ,15
6558,do not advance further on this route ,15
6559,halt your straight line movement ,15
6560,prevent further forward travel ,15
6561,stop heading straight ahead ,15
6562,do not proceed along this path ,15
6563,stay stationary  avoid advancing ,15
6564,avoid moving straight on this road ,15
6565,prevent further progress in this direction ,15
6566,do not continue your straight movement ,15
6567,stop advancing any further ,15
6568,refrain from heading straight on ,15
6569,stay where you are  don’t move ahead ,15
6570,avoid continuing forward from here ,15
6571,do not progress further on this path ,15
6572,stop your movement in this direction ,15
6573,prevent moving straight from this point ,15
6574,avoid advancing ahead on this route ,15
6575,refrain from proceeding straight ahead ,15
6576,do not advance on this forward path ,15
6577,halt your progression in this direction ,15
6578,stop moving forward from this spot ,15
6579,prevent further advancement ,15
6580,do not head straight from here ,15
6581,stay put  don’t advance ahead ,15
6582,avoid proceeding straight ,15
6583,stop your forward motion ,15
6584,prevent further progression in this line ,15
6585,refrain from advancing in this direction ,15
6586,do not continue straight from this point ,15
6587,halt your travel ahead ,15
6588,avoid moving forward in this path ,15
6589,stay stationary  avoid forward movement ,15
6590,stop progressing any further ,15
6591,prevent yourself from moving straight ,15
6592,refrain from heading straight ahead ,15
6593,do not advance further in this direction ,15
6594,stay put  avoid going straight ,15
6595,stop your movement forward ,15
6596,prevent any further straight movement ,15
6597,avoid advancing ahead in this direction ,15
6598,refrain from continuing straight ahead ,15
6599,do not move forward any more ,15
6600,stay where you are  avoid advancing ,15
6601,stop heading forward ,15
6602,prevent further movement ahead ,15
6603,avoid progressing straight from this point ,15
6604,refrain from moving straight ,15
6605,do not proceed forward in this direction ,15
6606,stop advancing from here ,15
6607,prevent advancing straight from this spot ,15
